transaction_id,account_id,beneficiary_id,type_id,amount,transaction_date,is_fraud
635,114,14,2,49531.04,2025-12-19,0
636,10,25,4,16299.51,2025-08-16,1
637,89,33,4,8873.49,2025-06-03,0
638,114,92,4,43699.59,2025-12-04,0
639,129,69,1,14306.03,2025-02-12,0
640,122,66,1,363.44,2025-05-31,0
641,89,79,2,30178.1,2025-04-10,0
642,151,11,4,30717.76,2025-02-02,0
643,12,37,4,22053.24,2025-03-13,0
644,195,83,4,24697.21,2025-02-02,0
645,168,29,4,18801.25,2025-02-11,0
646,37,22,2,11190.8,2025-08-19,0
647,35,96,1,4601.66,2025-10-29,0
648,197,53,4,43474.26,2025-05-01,0
649,181,49,1,37389.99,2025-09-28,0
650,39,84,2,30963.16,2025-12-29,0
651,135,54,4,41080.32,2025-06-04,0
652,183,22,4,40774.45,2025-09-16,0
653,180,8,3,7844.15,2025-01-04,0
654,9,13,3,9760.36,2025-04-02,0
655,8,59,2,11982.56,2025-10-01,0
656,34,51,3,22961.47,2025-12-14,0
657,175,13,1,48279.58,2025-02-27,0
658,114,77,2,10481.05,2025-06-08,0
659,37,65,1,16316.72,2025-03-08,0
660,12,65,2,11877.93,2025-02-03,0
661,11,57,1,39067.64,2025-02-10,0
662,192,67,3,20800.31,2025-04-30,0
663,151,99,4,11364.68,2025-04-24,0
664,75,51,2,10087.49,2025-02-16,0
665,14,87,1,30558.29,2025-09-01,0
666,4,21,4,24279.98,2025-08-08,0
667,63,20,4,48051.97,2025-01-02,0
668,151,23,2,42970.19,2025-02-24,0
669,44,92,2,27272.63,2025-01-16,0
670,8,31,3,22821.56,2025-07-06,0
671,75,27,4,42562.33,2025-12-20,0
672,36,6,3,18194.4,2025-07-23,0
673,28,3,2,44961.23,2025-06-14,0
674,152,75,1,36424.41,2025-02-20,0
675,121,14,1,7535.3,2025-03-16,0
676,34,69,1,41593.35,2025-07-17,0
677,30,3,1,38321.06,2025-01-27,0
678,22,100,1,37007.1,2025-10-15,0
679,179,17,4,14697.8,2025-09-30,0
680,162,50,1,5423.04,2025-02-22,0
681,79,52,4,48014,2025-02-06,0
682,45,98,4,30888.38,2025-10-18,0
683,152,69,4,35575.37,2025-07-06,0
684,126,90,4,44332.83,2025-04-28,0
685,27,93,4,5078.72,2025-03-14,0
686,192,12,2,30901.66,2025-12-27,0
687,185,98,2,46677.41,2026-01-01,0
688,138,30,4,6741.03,2025-10-21,0
689,105,16,3,13239.64,2025-09-16,0
690,83,8,1,46399.9,2025-05-19,0
691,69,56,2,1830.13,2025-05-01,0
692,174,17,2,49610.23,2025-07-26,0
693,45,26,4,47299.13,2025-05-23,0
694,59,83,4,49259.81,2025-10-27,0
695,47,40,3,27788.13,2025-03-21,0
696,131,84,2,3683.11,2025-02-25,0
697,90,12,4,23361.96,2025-05-13,0
698,105,28,1,34631.35,2025-06-08,0
699,103,76,3,41748.85,2025-04-13,0
700,174,80,1,47848.61,2025-01-22,0
701,31,26,1,44621.63,2025-07-29,0
702,68,67,1,43251.22,2025-08-27,0
703,6,51,3,27757.26,2025-04-29,0
704,190,81,1,49570.92,2025-04-20,0
705,197,97,4,32219.67,2025-06-27,0
706,64,92,3,31950.1,2025-11-24,0
707,168,18,1,562.81,2025-04-11,0
708,67,85,1,43973.51,2025-09-23,0
709,178,60,1,32618.6,2025-12-13,0
710,98,38,2,20056.82,2025-01-06,0
711,124,62,4,6473.93,2025-08-01,0
712,172,70,1,29736.66,2025-11-22,0
713,126,46,2,43942.4,2025-02-13,0
714,170,73,4,32393.6,2025-01-16,0
715,75,59,2,28556.85,2025-01-11,0
716,78,46,2,12328.69,2025-06-09,0
717,25,62,2,12846.87,2025-12-25,0
718,127,50,3,21661.24,2025-11-30,0
719,153,56,2,24482.08,2025-09-13,0
720,178,53,3,45545.5,2025-02-16,0
721,117,41,3,14511.59,2025-10-21,0
722,61,50,1,22107.15,2025-02-20,0
723,126,50,1,14790,2025-08-17,0
724,105,36,1,22313.61,2025-04-19,0
725,110,97,4,17305.41,2025-11-22,0
726,169,25,4,20897.89,2025-10-22,0
727,21,100,1,46035.96,2025-11-02,0
728,30,4,2,30793.47,2025-04-20,0
729,1,38,4,5361.39,2025-02-02,0
730,128,4,1,17432.11,2025-03-03,0
731,51,97,3,14398.35,2025-02-13,0
732,165,70,4,14254.56,2025-08-24,0
733,30,77,2,30980.91,2025-05-19,0
734,44,80,1,17366.73,2025-02-24,0
735,36,66,4,33512.65,2025-05-12,0
736,132,55,3,32788.41,2025-06-30,0
737,22,14,4,3494.78,2025-12-26,0
738,137,29,2,8298.35,2025-06-25,0
739,32,20,3,25714.54,2025-11-29,0
740,140,10,4,44085.87,2025-11-17,0
741,42,98,2,31549.13,2025-09-28,0
742,198,99,2,31757.14,2025-09-23,0
743,112,91,4,11127.37,2025-11-03,0
744,13,46,1,2952.01,2025-09-19,0
745,107,63,3,8676.31,2025-03-02,0
746,168,71,4,8949.53,2025-09-06,0
747,26,7,4,20276.64,2025-08-31,0
748,151,68,3,26655.61,2025-10-16,0
749,170,96,3,38813.2,2025-09-08,0
750,21,54,2,5864.6,2025-01-15,0
751,55,7,1,19755.42,2025-01-26,0
752,151,40,2,47109.78,2025-07-14,0
753,153,79,2,29212.62,2025-06-22,0
754,3,49,2,25962.64,2025-02-12,1
755,43,74,1,6575.27,2025-08-09,0
756,71,11,3,29862.48,2025-03-09,0
757,188,14,4,8387.24,2025-06-05,0
758,49,82,3,15397.88,2025-03-07,0
759,156,82,1,26603.47,2025-06-29,0
760,66,30,2,37618.28,2025-03-15,0
761,112,61,2,45937.81,2025-10-22,0
762,110,29,4,174.76,2025-03-26,0
763,61,74,2,45043.45,2025-03-25,0
764,126,14,1,14590.32,2025-05-10,0
765,49,99,4,39465.88,2025-03-08,0
766,121,31,1,36051.18,2025-09-14,0
767,175,64,1,19358.68,2025-10-20,0
768,116,77,4,46775.76,2025-06-29,0
769,117,55,1,6675.27,2025-11-19,0
770,53,40,4,38139.37,2025-09-16,0
771,34,47,4,43633.33,2025-11-20,0
772,92,21,1,31539.55,2025-04-05,0
773,58,32,4,37161.89,2025-08-05,0
774,195,67,1,20012.33,2025-02-11,0
775,130,96,1,1728.67,2025-12-19,0
776,146,45,4,43335.37,2025-09-13,0
777,167,63,3,33736.43,2025-01-29,0
778,32,77,3,35251.5,2025-05-12,0
779,129,97,2,4144.26,2025-08-29,0
780,97,58,1,22354.69,2025-06-21,0
781,41,63,4,17623.76,2025-05-05,0
782,138,31,4,27074.67,2025-11-10,0
783,141,11,4,14118.7,2025-02-11,0
784,171,89,4,45129.78,2025-07-16,0
785,81,3,1,40393.96,2025-09-19,0
786,142,79,1,27269.07,2025-05-23,0
787,141,61,1,36679.6,2025-12-31,0
788,105,66,1,33580.38,2025-07-26,0
789,84,76,2,24641.62,2025-08-25,0
790,143,35,4,21728.88,2025-09-26,0
791,77,50,2,18161.07,2025-07-05,0
792,3,67,3,14949.24,2025-01-27,0
793,120,36,1,18083.96,2025-12-18,0
794,161,84,4,10232.34,2025-09-08,0
795,71,39,2,29087.99,2025-07-06,0
796,16,48,2,25547.5,2025-09-15,0
797,155,26,1,17301.01,2025-08-10,0
798,20,10,4,31653.79,2025-06-29,0
799,115,80,3,28976.29,2025-04-04,0
800,158,55,1,48881.89,2025-07-08,0
801,91,60,2,26046.18,2025-08-18,0
802,133,18,2,11842.54,2025-11-28,0
803,93,51,1,26409.38,2025-06-26,0
804,8,44,1,33109.98,2025-10-20,0
805,167,32,4,43836.3,2025-12-02,0
806,14,43,1,48523.98,2025-04-25,0
807,181,89,4,30377.07,2025-06-18,0
808,52,7,4,39999.78,2025-12-12,0
809,97,27,1,44637.35,2025-06-25,0
810,175,31,2,23978.09,2025-04-04,0
811,82,43,1,2815.75,2025-09-17,0
812,21,55,4,21144.8,2025-08-12,0
813,106,81,2,48269.69,2025-11-27,0
814,64,31,4,14168.43,2025-07-05,0
815,80,26,1,23066.64,2025-02-07,0
816,37,36,1,3523.03,2025-04-02,0
817,1,76,2,26994.85,2025-01-01,0
818,161,42,1,273.21,2025-07-17,0
819,179,69,3,21272.76,2025-02-01,0
820,79,7,3,48664.26,2025-05-03,0
821,94,15,1,21439.64,2025-11-08,0
822,148,3,1,20645.13,2025-02-16,0
823,100,46,2,11213.09,2025-07-02,0
824,26,22,3,12528.42,2025-12-18,0
825,80,66,1,2458.1,2025-03-31,0
826,53,35,3,45652.22,2025-10-18,0
827,114,16,3,26219.5,2025-08-24,0
828,130,79,3,15929.2,2025-02-22,0
829,105,52,2,35453.49,2025-11-21,0
830,119,87,2,36523.76,2025-11-15,0
831,105,55,3,45854.97,2025-04-18,0
832,126,59,2,31077.95,2025-07-02,0
833,58,44,4,27277.38,2025-11-21,0
834,121,47,4,16031.51,2025-07-08,0
835,59,87,3,5320.65,2025-09-19,0
836,144,20,1,8782.82,2025-05-19,0
837,34,27,2,44496.38,2025-06-07,0
838,70,66,3,513.48,2025-07-31,0
839,12,27,2,343.67,2025-07-14,0
840,28,90,2,10240.76,2025-01-13,0
841,66,50,2,17992.7,2025-02-17,0
842,50,71,4,26673.45,2025-11-29,0
843,107,89,1,20980.74,2025-02-23,0
844,156,7,1,21687.3,2025-03-31,0
845,132,72,4,27229.95,2025-07-01,0
846,177,36,3,44904.8,2025-03-30,0
847,105,80,2,10408.97,2025-09-16,0
848,16,38,4,34221.49,2025-07-25,0
849,22,81,3,43250.19,2025-05-05,0
850,30,3,4,37908.97,2025-09-04,0
851,180,80,2,31149.95,2025-04-13,0
852,134,25,4,4938.88,2025-01-03,0
853,87,99,3,14517.88,2025-06-13,0
854,97,93,3,9993.47,2025-11-01,0
855,47,54,1,7062.22,2025-07-30,0
856,182,98,1,21955.45,2025-05-05,0
857,116,48,4,33746.83,2025-08-16,0
858,35,21,4,19695.19,2025-12-03,0
859,145,35,3,47964,2025-05-24,0
860,38,76,1,28924.05,2025-10-24,0
861,112,80,4,38191.97,2025-06-18,0
862,50,39,1,48316.53,2025-07-05,0
863,5,78,2,14601.42,2025-01-14,0
864,177,11,3,11788.29,2025-08-06,0
865,122,26,4,11750.28,2025-04-07,0
866,196,55,4,37617.97,2025-06-28,0
867,198,84,4,6057.1,2025-03-31,0
868,9,75,3,11109.18,2025-09-10,0
869,136,93,3,43112.01,2025-08-25,0
870,184,60,1,40313.28,2025-01-10,0
871,188,5,2,12524.98,2025-04-14,0
872,50,88,3,47941.9,2025-12-11,0
873,121,99,2,38743.26,2025-06-25,0
874,100,22,4,42401.39,2025-11-05,0
875,65,32,3,31047.85,2025-07-19,0
876,132,23,2,34024.15,2025-08-18,0
877,117,32,4,2261.52,2025-03-06,0
878,138,4,3,39153.85,2025-10-11,0
879,183,80,3,13650.67,2025-10-06,0
880,12,57,1,35657.4,2025-04-29,0
881,27,90,3,15386.38,2025-04-05,0
882,48,12,2,44735.33,2025-04-25,0
883,19,6,2,21593.71,2025-01-30,0
884,123,17,1,486.48,2025-12-01,0
885,143,1,4,2859.49,2025-05-25,0
886,109,70,2,36313.45,2025-01-09,0
887,128,1,3,1820.15,2025-06-04,0
888,4,97,2,43451.16,2025-08-29,0
889,181,7,3,26599.37,2025-03-29,0
890,2,85,4,26266.71,2025-10-27,0
891,177,73,1,12880.03,2025-05-13,0
892,30,94,1,32758.99,2025-03-31,0
893,33,27,2,7727.67,2025-08-06,0
894,196,29,3,26334.67,2025-04-02,0
895,12,3,4,16451.3,2025-06-02,0
896,143,88,4,34776.72,2025-06-12,0
897,30,42,4,43429.5,2025-07-26,0
898,45,29,1,35367.64,2025-12-05,0
899,155,15,3,1852.06,2025-12-01,0
900,44,89,3,1296.26,2025-04-14,0
901,146,72,2,13243.45,2025-01-08,0
902,135,97,1,48490.46,2025-10-29,0
903,172,23,4,16301.77,2025-07-05,0
904,106,40,1,25134.86,2025-10-23,0
905,20,87,2,34634.11,2025-01-04,0
906,108,10,2,3498.98,2025-02-05,0
907,54,23,1,9065.97,2025-04-05,0
908,31,55,2,3588.67,2025-05-28,0
909,102,99,3,1222.52,2025-09-03,0
910,93,37,3,15241.45,2025-12-13,0
911,122,50,2,25459.87,2025-11-22,0
912,148,97,1,8943.61,2025-06-19,0
913,104,93,4,40753.92,2025-07-11,0
914,185,95,1,19721.45,2025-01-03,0
915,151,9,2,18974.48,2025-04-16,0
916,57,11,3,43092.88,2025-07-07,0
917,89,29,2,47466.75,2025-06-12,0
918,11,10,2,49339.22,2025-09-18,0
919,136,12,4,37003.26,2025-10-15,0
920,47,1,4,46176.95,2025-07-06,0
921,95,84,2,11467.4,2025-05-09,0
922,178,13,1,7930.9,2025-08-16,0
923,183,56,2,19885.41,2025-08-24,0
924,173,4,1,15469.83,2025-10-13,0
925,152,51,3,13342.96,2025-03-09,0
926,185,76,3,36232.18,2025-12-03,0
927,96,39,3,15584.79,2025-01-16,0
928,190,62,2,34915.81,2025-06-27,0
929,142,78,4,25230.98,2025-11-13,0
930,88,43,2,11493.89,2025-07-22,0
931,47,84,2,20198.59,2025-02-25,0
932,141,57,2,49491.99,2025-09-05,0
933,127,50,3,22795.94,2025-07-10,0
934,78,4,4,19272.68,2025-10-18,0
935,109,9,3,26309.48,2025-12-13,0
936,73,48,3,29311.18,2025-08-23,0
937,165,18,3,13998.62,2025-03-31,0
938,185,47,2,41000.72,2025-03-25,0
939,179,73,2,47825.5,2025-02-27,0
940,109,39,2,27851.09,2025-02-16,0
941,195,75,4,40080.6,2025-06-04,0
942,88,16,2,46989.64,2025-01-28,0
943,23,59,4,10806.61,2025-04-27,0
944,86,92,2,2679.01,2025-01-07,0
945,18,7,2,1118.02,2025-03-25,0
946,146,30,2,24657.42,2025-10-03,0
947,8,2,4,35129.45,2025-11-04,0
948,172,61,3,36409.59,2025-07-29,0
949,198,39,2,27197.27,2025-04-28,0
950,119,7,3,33386.01,2025-05-06,0
951,18,27,3,26346.75,2025-11-25,0
952,194,12,3,49953.92,2025-10-09,0
953,15,18,1,20128.67,2025-12-23,0
954,82,48,4,4947.82,2025-06-04,0
955,177,95,1,8873.14,2025-06-14,0
956,176,89,2,39779.43,2025-11-09,0
957,185,80,4,26029.31,2025-11-22,0
958,132,25,1,5370.88,2025-12-19,0
959,137,25,2,30501.9,2025-05-15,0
960,86,32,2,17107.35,2025-01-07,0
961,7,30,3,31303.66,2025-04-28,0
962,200,20,4,37618.03,2025-04-24,0
963,36,27,1,26860.63,2025-11-15,0
964,103,94,2,19685.49,2025-08-24,0
965,175,44,2,19965.49,2025-08-22,0
966,68,70,3,11259.24,2025-02-14,0
967,68,10,3,20717.32,2025-09-22,0
968,22,95,3,48863.31,2025-01-09,0
969,174,66,2,26884.67,2025-12-08,0
970,130,34,4,30875.95,2025-05-15,0
971,89,7,3,40115.56,2025-09-28,0
972,78,33,2,26195.65,2025-01-26,0
973,71,91,3,2051.28,2025-11-23,0
974,96,56,2,13887.87,2025-08-25,0
975,102,15,1,15715.7,2025-01-11,0
976,94,93,3,39792.96,2025-08-25,0
977,195,1,2,6816.77,2025-02-24,0
978,165,59,1,44214.71,2025-03-06,0
979,155,13,3,37496.19,2025-04-11,0
980,125,59,4,7259.71,2025-09-28,0
981,108,57,4,48945.75,2025-12-13,0
982,200,98,2,9260.83,2025-03-28,0
983,70,55,4,7901.73,2025-02-08,0
984,10,72,2,39614.85,2025-04-27,0
985,59,57,3,16902.71,2025-08-29,0
986,12,35,3,36011.35,2025-11-16,0
987,116,22,4,48749.97,2025-03-05,0
988,179,80,1,46154.4,2025-09-21,0
989,80,99,4,26685.71,2025-04-10,0
990,67,51,2,11532.16,2025-03-08,0
991,159,35,4,46414.69,2025-08-30,0
992,17,80,1,33390.28,2025-07-13,0
993,121,13,3,23197.6,2025-09-12,0
994,93,2,1,32571.08,2025-03-02,0
995,71,78,4,36923.71,2025-06-07,0
996,152,29,2,2271.95,2025-04-04,0
997,41,33,2,14079.85,2025-06-25,0
998,162,81,1,44216.82,2025-05-28,0
999,101,1,2,13330.05,2025-08-06,0
1000,200,72,2,35840.88,2025-01-20,0
1001,96,48,2,6664.22,2025-07-23,0
1002,120,70,4,26653.62,2025-05-25,0
1003,32,32,3,10006.7,2025-09-16,0
1004,105,8,2,49094.51,2025-09-13,0
1005,10,27,2,24017.74,2025-10-17,0
1006,140,77,4,24391.54,2025-10-09,0
1007,2,36,2,45760.37,2025-10-06,0
1008,121,19,2,15429.28,2025-05-14,0
1009,35,22,2,28773.15,2025-04-10,0
1010,19,26,2,7545.46,2025-10-28,0
1011,27,79,2,30973.43,2025-09-07,0
1012,95,26,3,22920.42,2026-01-01,0
1013,149,13,1,46947.07,2025-04-23,0
1014,107,17,4,43292.75,2025-06-25,0
1015,31,9,3,3142.62,2025-03-21,0
1016,74,52,1,27844.51,2025-11-29,0
1017,62,27,3,47096.31,2025-05-09,0
1018,36,50,1,7141.4,2025-01-28,0
1019,146,80,2,34121.47,2025-09-12,0
1020,56,94,3,7867.68,2025-11-29,0
1021,144,68,4,712.07,2025-12-19,0
1022,52,76,2,9618.7,2025-09-08,0
1023,52,89,4,23933.05,2025-04-05,0
1024,165,41,3,22318.63,2025-03-09,0
1025,144,75,2,34819.52,2025-06-15,0
1026,193,31,2,18976.52,2025-12-10,0
1027,180,96,2,41658.65,2025-10-30,0
1028,103,81,2,22564.73,2025-01-04,0
1029,26,69,4,13762.58,2025-05-05,0
1030,82,84,1,6344.28,2025-06-24,0
1031,68,80,3,29285.4,2025-08-28,0
1032,159,71,3,41129.82,2025-11-10,0
1033,161,98,2,31045.28,2025-10-10,0
1034,6,67,1,11132.54,2025-07-29,0
1035,33,14,3,18184.75,2025-02-12,0
1036,162,63,4,38346.88,2025-07-11,0
1037,13,16,4,35714.62,2025-03-06,0
1038,34,8,3,26291.61,2025-06-26,0
1039,93,1,2,5811.21,2025-12-02,0
1040,88,40,4,22498.38,2025-04-24,0
1041,145,19,2,28360.59,2025-12-13,0
1042,79,97,1,33585.2,2025-09-15,0
1043,140,15,2,5101.82,2025-10-20,0
1044,20,73,1,17382.72,2025-06-11,0
1045,80,95,1,6213.81,2025-12-29,0
1046,76,65,2,39143,2025-01-04,0
1047,175,33,3,2945.92,2025-07-09,0
1048,114,26,2,42214.39,2025-02-10,0
1049,185,13,3,139.11,2025-01-19,0
1050,135,8,4,15791.04,2025-07-04,0
1051,19,61,1,37429.8,2025-02-17,0
1052,149,90,3,13859.11,2025-10-27,0
1053,129,55,1,42557.7,2025-09-08,0
1054,112,79,1,41871.23,2025-01-19,0
1055,58,16,1,22214.77,2025-02-22,0
1056,90,38,2,26700.64,2025-02-11,0
1057,146,64,3,11357.09,2025-07-06,0
1058,195,97,4,7833.4,2025-03-17,0
1059,178,85,4,2270.2,2025-11-26,0
1060,96,38,2,5399.69,2025-08-19,0
1061,44,89,2,36377.41,2025-06-21,1
1062,174,14,2,11022.14,2025-12-08,0
1063,187,84,2,5036.61,2025-11-15,0
1064,31,100,4,2126.95,2025-04-10,0
1065,50,69,2,35851.69,2025-05-18,0
1066,55,85,1,34646.65,2025-09-18,0
1067,98,77,1,27758.25,2025-06-22,0
1068,37,30,2,26506.65,2025-08-18,0
1069,113,63,2,19667.34,2025-09-12,0
1070,162,73,1,24055.04,2025-09-17,0
1071,174,34,1,28789,2025-05-16,0
1072,164,94,4,35400.19,2025-05-13,0
1073,32,28,2,36268.22,2025-05-25,0
1074,160,100,4,29372.72,2025-01-19,0
1075,32,44,1,36658.66,2025-10-30,0
1076,59,75,1,26062.39,2025-08-06,0
1077,174,13,1,6386.76,2025-12-03,0
1078,64,41,2,42026.79,2025-05-26,0
1079,38,21,2,24529.21,2025-11-16,0
1080,159,11,3,2226.94,2025-02-11,0
1081,152,37,4,8428.86,2025-06-14,0
1082,169,35,3,33495.2,2025-08-10,0
1083,95,69,4,8211.86,2025-11-22,0
1084,19,45,3,6674.45,2025-09-25,0
1085,47,3,3,6116.84,2025-01-03,0
1086,67,52,4,26634.05,2025-10-15,0
1087,115,70,4,4397.14,2025-12-15,0
1088,159,67,2,12618.67,2025-08-14,0
1089,90,79,1,11159.63,2025-03-22,0
1090,116,20,1,7340.28,2025-10-08,1
1091,94,52,3,19622.92,2025-04-26,0
1092,69,21,2,25680.71,2025-10-26,0
1093,178,79,3,24626.15,2025-01-23,0
1094,151,74,2,28571,2025-08-19,0
1095,57,91,2,11833.92,2025-05-20,0
1096,185,95,4,47637.11,2025-03-31,0
1097,147,87,1,30005.25,2025-09-19,0
1098,200,97,1,26846.46,2025-09-20,0
1099,174,38,2,37818.64,2025-10-23,0
1100,72,15,2,41701.87,2025-11-21,0
1101,31,9,4,40133.83,2025-07-03,0
1102,38,78,1,33460.99,2025-12-09,0
1103,197,25,3,16575.15,2025-12-07,0
1104,4,38,3,12414.85,2025-05-15,0
1105,176,68,2,37051.56,2025-02-12,0
1106,26,81,4,40056.41,2025-01-10,0
1107,164,71,4,10899.5,2025-12-04,0
1108,101,22,2,3034.35,2025-06-27,0
1109,113,4,1,30948.63,2025-06-29,0
1110,34,31,2,38313.62,2025-11-24,0
1111,31,15,2,43741.49,2025-11-26,0
1112,36,45,4,28983.16,2025-01-24,0
1113,188,64,3,18288.83,2025-10-25,0
1114,40,25,4,41598.11,2025-02-11,0
1115,43,69,3,13931.79,2025-09-01,0
1116,111,60,2,37308.44,2025-03-07,0
1117,186,6,1,43161.82,2025-01-10,0
1118,188,87,3,1619.72,2025-04-19,0
1119,94,67,2,27089.8,2025-04-30,0
1120,22,18,1,44480.86,2025-12-18,0
1121,74,81,4,4015.05,2025-09-24,0
1122,154,61,4,22577.16,2025-01-26,0
1123,134,76,1,41610.14,2025-06-17,0
1124,102,34,4,27074.07,2025-09-19,0
1125,52,20,4,30286.42,2025-08-02,0
1126,146,74,4,21156.8,2025-10-16,0
1127,114,30,2,48580.17,2025-10-25,0
1128,146,90,3,4367.3,2025-01-11,0
1129,101,21,2,48002.87,2025-07-19,0
1130,199,4,4,49509.19,2025-12-06,0
1131,93,80,2,18890.44,2025-08-12,0
1132,195,47,1,9036.77,2025-12-11,0
1133,182,44,4,24823.92,2025-06-20,0
1134,30,17,4,38539.88,2025-09-16,0
1135,53,94,4,37750.3,2025-03-08,0
1136,194,41,3,22819.77,2025-05-07,0
1137,1,19,1,14023.73,2025-07-16,0
1138,190,23,2,46227.86,2025-12-15,0
1139,95,15,2,5694.72,2025-12-20,0
1140,168,21,4,43770.79,2025-02-27,0
1141,26,90,2,46725.3,2025-02-02,0
1142,73,17,3,21958.42,2025-09-10,0
1143,26,88,3,24869.62,2025-03-12,0
1144,188,19,2,3310.98,2025-06-29,0
1145,7,62,2,13497.69,2025-02-10,0
1146,33,22,2,38804.87,2025-08-05,0
1147,126,45,3,17855.1,2025-06-28,0
1148,159,87,2,11137.1,2025-12-10,0
1149,125,71,1,8772.87,2025-09-25,0
1150,87,80,4,49906.97,2025-01-20,0
1151,192,1,2,46396.1,2025-11-10,0
1152,141,26,1,33833.1,2025-04-13,0
1153,8,12,3,42318.39,2025-10-19,0
1154,61,32,4,22229.59,2025-11-25,0
1155,96,34,4,38457.41,2025-01-22,0
1156,186,30,4,10927.15,2025-03-13,0
1157,105,99,1,42998.16,2025-05-19,0
1158,7,60,3,37674.53,2025-08-23,0
1159,66,49,2,5739.4,2025-04-17,0
1160,118,97,3,35132.13,2025-08-14,0
1161,91,72,3,3120.15,2025-06-06,0
1162,60,46,3,25499.15,2025-07-25,0
1163,23,82,2,9354.58,2025-02-18,0
1164,74,50,3,24618.12,2025-01-18,0
1165,155,94,2,6992.86,2025-03-21,0
1166,61,88,1,33118.76,2025-12-18,0
1167,167,82,3,6978.35,2025-07-23,0
1168,27,51,4,27221.79,2025-01-31,0
1169,98,88,1,4744.68,2025-12-30,0
1170,139,7,4,16714.47,2025-06-23,0
1171,169,12,2,34254.46,2025-05-21,0
1172,68,78,4,35920.83,2025-08-01,0
1173,109,59,3,30395.26,2025-11-17,0
1174,138,22,1,38181.75,2025-08-06,0
1175,188,86,1,29852.44,2025-05-08,0
1176,153,69,3,26078.69,2025-10-27,0
1177,78,59,4,33467.88,2025-04-03,0
1178,31,62,2,46845.53,2025-02-26,0
1179,83,92,3,48922.59,2025-04-24,0
1180,170,23,2,32475.3,2025-11-03,0
1181,44,95,2,24284.52,2025-08-24,0
1182,72,72,1,40834.62,2025-02-17,0
1183,57,93,1,46264.05,2025-09-05,0
1184,185,80,3,35242.33,2025-08-22,0
1185,141,12,4,46427.66,2025-02-06,0
1186,168,3,3,1479.33,2025-12-16,0
1187,75,26,2,48481.36,2025-08-14,0
1188,39,25,2,21328.65,2025-06-15,0
1189,44,64,2,39834.07,2025-12-28,0
1190,194,81,4,18702.67,2025-09-18,0
1191,146,6,2,27247.56,2025-07-13,0
1192,18,1,4,45008.08,2025-01-26,0
1193,119,53,1,10643.9,2025-02-23,0
1194,123,38,2,8327.19,2025-04-06,0
1195,132,56,3,38085.85,2025-01-28,0
1196,106,27,4,26466.29,2025-06-01,0
1197,124,65,2,47178.84,2025-07-04,0
1198,5,73,2,7830.89,2025-10-21,0
1199,187,6,4,10267.52,2025-06-30,0
1200,101,45,2,17055.06,2025-05-07,0
1201,36,27,1,48653.69,2025-03-20,0
1202,185,14,4,1157.42,2025-03-20,0
1203,166,68,4,48827.88,2025-05-05,0
1204,163,56,1,14198.93,2025-06-13,0
1205,2,32,1,129.1,2025-06-03,0
1206,166,55,1,26616.12,2025-01-01,0
1207,49,55,1,31133.35,2025-05-05,0
1208,144,51,4,39002.05,2025-01-26,0
1209,192,40,3,46779,2025-06-09,0
1210,181,41,1,18680.29,2025-09-20,0
1211,159,23,3,33237.02,2025-10-10,0
1212,107,100,1,45084.18,2025-03-25,0
1213,37,15,1,22692.87,2025-11-03,0
1214,182,70,4,16742.44,2025-02-24,0
1215,86,39,3,40140.34,2025-09-06,0
1216,34,46,4,19872.79,2025-01-11,0
1217,107,25,3,16095.85,2025-12-12,0
1218,43,55,4,16868.96,2025-09-08,0
1219,23,84,4,21136.97,2025-07-09,0
1220,126,87,2,31473.82,2025-07-28,0
1221,170,90,2,7625.91,2025-07-25,0
1222,187,74,4,30284.1,2025-07-04,0
1223,134,54,3,29247.74,2025-09-15,0
1224,127,23,2,26319.25,2025-07-31,0
1225,156,56,3,45809.58,2025-08-25,0
1226,103,58,4,5186.9,2025-09-20,0
1227,137,78,4,5446.8,2025-10-17,0
1228,98,91,1,37255.36,2025-06-08,0
1229,122,80,4,47335.82,2025-09-01,0
1230,67,69,3,4220.45,2025-04-13,0
1231,37,78,2,10712.21,2025-12-07,0
1232,182,18,3,39916.63,2025-08-30,0
1233,187,60,1,9669.13,2025-03-17,0
1234,149,61,1,3011.44,2025-04-10,0
1235,183,93,3,3045.5,2025-09-21,0
1236,188,63,2,49361.31,2025-02-09,0
1237,46,100,1,2081.66,2025-09-06,0
1238,62,74,1,15542.12,2025-04-13,0
1239,85,48,1,36494.72,2025-08-05,0
1240,108,41,1,1343.02,2025-11-07,0
1241,7,35,3,25216.72,2025-10-26,0
1242,7,19,4,38777.02,2025-10-07,0
1243,9,81,2,7242.3,2025-05-15,0
1244,17,56,1,39566.61,2025-12-15,0
1245,101,71,4,49343.39,2025-07-11,0
1246,36,55,1,11498.39,2025-07-26,0
1247,5,11,1,49868.72,2025-01-08,0
1248,26,92,4,44774.25,2025-09-04,0
1249,62,96,2,16657.86,2025-08-25,0
1250,144,68,1,41156.48,2025-10-27,0
1251,27,90,2,6069.01,2025-08-21,0
1252,150,96,4,430.89,2025-09-23,0
1253,62,91,1,572.17,2025-03-18,0
1254,148,9,2,36566.77,2025-01-19,0
1255,143,10,3,46572.59,2025-09-16,0
1256,92,21,1,867.57,2025-12-30,0
1257,49,84,4,43852.87,2025-01-29,0
1258,50,53,1,35027.32,2025-11-16,0
